date,open,low,high,close,volume
2016-12-17,164.1,160,164.1,162.62,319.6802967
2016-12-18,165.69,164.05,168.12,164.05,18.01584467
2016-12-19,160.06,160.06,174.98,165.99,303.46785469
2016-12-20,173.99,161,174.9,161.43,377.98590375
2016-12-21,161.6,161.6,185,178.9,989.31881209
2016-12-22,164,161.01,171.99,161.01,495.43658899
2016-12-23,161.5,158,169.98,169.86,488.71115473
2016-12-24,162.07,162.07,169.89,162.51,65.52655398
2016-12-25,163,157,163,159.5,235.97584783
2016-12-26,161.24,157.5,169.81,163.88,276.40318683
2016-12-27,158.07,150.03,162.94,151.25,496.10840937
2016-12-28,151.16,151.16,179.99,168.05,821.65903551
2016-12-29,179.96,175.16,194.99,185.01,510.1916039
2016-12-30,190.98,177,210,193.9,750.86076295
2016-12-31,180.05,180.04,193.98,193.98,76.570466
2017-01-01,182.13,182.13,194.08,185,474.78298629
2017-01-02,182,173,189.45,187.86,"1,587.88908136"
2017-01-03,187.84,179.02,243,242.82,"2,225.36941509"
2017-01-04,242.99,233.03,290,265,"3,065.87803046"
2017-01-05,284.99,235,290,266.9,"3,058.51059836"
2017-01-06,253.99,220,269.9,223,"1,116.47912588"
2017-01-07,237.99,216,249.01,241,424.45593328
2017-01-08,240,230,249.3,240,674.16347087
2017-01-09,236.25,236.25,259.99,255.5,"1,098.98215469"
2017-01-10,244.5,243.03,253.67,252.5,671.18063117
2017-01-11,252.39,220.01,259.99,239.67,"2,031.00719265"
2017-01-12,239.62,221,240,222.6,775.8333923
2017-01-13,222.61,222.61,236.81,234.99,195.3393624
2017-01-14,230,225.14,234.99,234.99,61.71211357
2017-01-15,234.99,225.7,234.99,227.05,46.03022574
2017-01-16,234.97,222,242,228.01,686.75460142
2017-01-17,233.99,225.29,248.98,240,495.2424387
2017-01-18,230.21,230,248.15,241.25,487.4085601
2017-01-19,236.01,231.06,244.98,240.01,264.91035781
2017-01-20,244.98,237,249.94,248.7,370.03887342
2017-01-21,237.5,237,249.94,245,95.5266786
2017-01-22,240.01,235.5,248.97,240,110.29195039
2017-01-23,235.5,230,239.5,230.04,360.03582848
2017-01-24,235,225.29,236,234.9,217.79526857
2017-01-25,234.77,230.51,250,234.99,664.49803615
2017-01-26,243.01,230.5,243.01,239.81,158.12552618
2017-01-27,230.6,227.1,250,230.01,"1,426.31428404"
2017-01-28,237.93,228,237.97,229.06,280.2619216
2017-01-29,230,227.99,237.07,234,112.64817896
2017-01-30,230.1,227,236.95,231.98,552.62572444
2017-01-31,231.99,220.01,238,234.91,937.76661659
2017-02-01,226,221.06,234,221.61,"1,103.98302153"
2017-02-02,227.93,221.63,228,224.12,481.22253239
2017-02-03,227.5,224.16,240,239,"1,390.16305338"
2017-02-04,235,232.02,239.96,237.93,171.2894298
2017-02-05,232.52,232.52,239.29,232.54,51.12397377
2017-02-06,232.55,232.52,239,238,123.0494624
2017-02-07,238.5,233.06,253.95,240.02,"1,041.58518841"
2017-02-08,240.02,236.09,254,240.1,"1,524.4157495"
2017-02-09,240.09,225,252.23,228.52,751.15925994
2017-02-10,229.01,228.6,239.95,237.99,345.17233878
2017-02-11,230.03,230.03,239.93,238.93,44.15254015
2017-02-12,237,220,238.87,233.99,"1,221.33480901"
2017-02-13,233.99,220.02,245,245,991.70443606
2017-02-14,243.64,229.01,267.95,257.01,"3,276.44448026"
2017-02-15,260,257,267.87,259.8,685.10245456
